Japan,India,China,Australia,date
132.65,48.91,8.2773,1.8818,2002-04-03
132.3,48.92,8.2771,1.885,2002-04-04
131.73,48.86,8.277,1.8847,2002-04-05
131.27,48.91,8.277,1.8975,2002-04-08
131.03,48.92,8.2769,1.8961,2002-04-09
130.75,48.91,8.2771,1.8857,2002-04-10
131.55,48.93,8.2772,1.872,2002-04-11
132.09,48.94,8.2772,1.8737,2002-04-12
131.95,48.96,8.2771,1.8822,2002-04-15
131.19,48.96,8.2772,1.8797,2002-04-16
130.7,48.96,8.2772,1.8622,2002-04-17
129.84,48.93,8.2772,1.8563,2002-04-18
130.5,48.92,8.2775,1.8553,2002-04-19
129.9,48.95,8.2772,1.8553,2002-04-22
129.89,49.01,8.2773,1.8546,2002-04-23
129.76,49,8.2774,1.8437,2002-04-24
128.4,49,8.2774,1.8376,2002-04-25
128.18,48.99,8.2773,1.8426,2002-04-26
128.13,49.01,8.277,1.8587,2002-04-29
128.45,48.98,8.2773,1.8615,2002-04-30
127.45,48.98,8.2773,1.8563,2002-05-01
128.02,48.98,8.2773,1.8639,2002-05-02
127.21,49,8.2773,1.8584,2002-05-03
127.27,48.97,8.2774,1.8543,2002-05-06
127.8,48.99,8.2774,1.8481,2002-05-07
128.64,48.97,8.2775,1.8553,2002-05-08
128.36,48.99,8.2772,1.8437,2002-05-09
127.89,49.02,8.2771,1.8365,2002-05-10
127.69,49.03,8.2769,1.8315,2002-05-13
128.66,49.02,8.277,1.8308,2002-05-14
127.92,49.04,8.2769,1.8248,2002-05-15
128.19,49.05,8.2768,1.8208,2002-05-16
126.03,49.04,8.2769,1.8109,2002-05-17
125.64,49.06,8.2769,1.8103,2002-05-20
123.83,49.01,8.2769,1.8008,2002-05-21
124.16,49.01,8.277,1.7908,2002-05-22
124.84,49.07,8.277,1.7905,2002-05-23
124.71,49.02,8.2771,1.7992,2002-05-24
124.38,49.02,8.2766,1.7809,2002-05-28
124.35,49.01,8.2766,1.7778,2002-05-29
123.08,49.03,8.2766,1.7715,2002-05-30
124.13,49.06,8.2765,1.7668,2002-05-31
123.69,49.07,8.2767,1.7501,2002-06-03
123.95,49.07,8.2768,1.7409,2002-06-04
124.4,49.05,8.2769,1.7476,2002-06-05
124.34,49.03,8.277,1.7397,2002-06-06
124.49,49.05,8.277,1.751,2002-06-07
124.6,49.02,8.277,1.7565,2002-06-10
125.56,49,8.2768,1.7596,2002-06-11
125.64,49,8.2769,1.7498,2002-06-12
125.12,49.04,8.2769,1.7581,2002-06-13
124.25,49.03,8.27,1.7848,2002-06-14
124.37,49.02,8.2773,1.7912,2002-06-17
124.56,48.99,8.2775,1.78,2002-06-18
124.04,48.94,8.2774,1.7683,2002-06-19
123.33,48.94,8.2772,1.7516,2002-06-20
121.23,48.95,8.2771,1.7413,2002-06-21
121.28,48.91,8.277,1.7431,2002-06-24
121.9,48.93,8.2771,1.7596,2002-06-25
119.83,48.87,8.2772,1.7813,2002-06-26
119.38,48.86,8.2771,1.773,2002-06-27
119.85,48.91,8.2771,1.7768,2002-06-28
120.04,48.86,8.277,1.7809,2002-07-01
120.13,48.87,8.2769,1.7784,2002-07-02
119.77,48.83,8.2768,1.7848,2002-07-03
120.19,48.86,8.2766,1.796,2002-07-05
118.66,48.84,8.2767,1.7718,2002-07-08
117.85,48.82,8.2766,1.7581,2002-07-09
117.94,48.82,8.2767,1.763,2002-07-10
116.62,48.81,8.2768,1.7879,2002-07-11
116.73,48.8,8.2767,1.7873,2002-07-12
116.06,48.85,8.2768,1.786,2002-07-15
115.71,48.83,8.2769,1.7912,2002-07-16
116.24,48.81,8.2769,1.8129,2002-07-17
117.02,48.82,8.2768,1.8116,2002-07-18
115.73,48.75,8.2769,1.8002,2002-07-19
116.22,48.73,8.277,1.8126,2002-07-22
117.35,48.72,8.2771,1.8335,2002-07-23
116.33,48.7,8.2769,1.8501,2002-07-24
116.87,48.71,8.277,1.8464,2002-07-25
118.78,48.71,8.2768,1.8622,2002-07-26
119.87,48.76,8.2767,1.8484,2002-07-29
119.9,48.74,8.2766,1.8365,2002-07-30
119.77,48.69,8.2767,1.8365,2002-07-31
119.1,48.68,8.2766,1.8563,2002-08-01
118.98,48.68,8.2768,1.8532,2002-08-02
119.26,48.67,8.2767,1.8896,2002-08-05
121.14,48.73,8.2768,1.8939,2002-08-06
120.37,48.7,8.2769,1.8646,2002-08-07
121.04,48.68,8.2767,1.8758,2002-08-08
120.15,48.67,8.2766,1.8678,2002-08-09
118.85,48.64,8.2768,1.8546,2002-08-12
119.08,48.62,8.2767,1.8584,2002-08-13
116.53,48.63,8.2766,1.8605,2002-08-14
117.28,48.63,8.2768,1.8372,2002-08-15
117.51,48.6,8.2768,1.8382,2002-08-16
118.53,48.61,8.2767,1.8443,2002-08-19
118.84,48.59,8.2768,1.8302,2002-08-20
118.54,48.56,8.2766,1.8369,2002-08-21
119.85,48.55,8.2766,1.8525,2002-08-22
119.53,48.55,8.2767,1.8406,2002-08-23
119.54,48.55,8.2766,1.8376,2002-08-26
118.31,48.53,8.2767,1.807,2002-08-27
118.31,48.6,8.2768,1.8149,2002-08-28
118.34,48.54,8.2767,1.8126,2002-08-29
118.76,48.52,8.2768,1.8198,2002-08-30
117.12,48.5,8.277,1.8298,2002-09-03
118.01,48.48,8.2771,1.8372,2002-09-04
118.34,48.5,8.2772,1.8454,2002-09-05
118.48,48.57,8.277,1.8292,2002-09-06
118.85,48.52,8.277,1.8292,2002-09-09
119.78,48.52,8.277,1.8288,2002-09-10
120.64,48.48,8.277,1.8262,2002-09-11
120.68,48.48,8.2768,1.8123,2002-09-12
121.5,48.47,8.2768,1.8169,2002-09-13
122.17,48.43,8.2768,1.8225,2002-09-16
122.64,48.45,8.2769,1.8268,2002-09-17
121.49,48.43,8.277,1.8232,2002-09-18
121.48,48.44,8.277,1.8149,2002-09-19
123.16,48.46,8.2769,1.8302,2002-09-20
123.93,48.44,8.2771,1.8359,2002-09-23
123.38,48.42,8.2771,1.8365,2002-09-24
122.72,48.43,8.2769,1.8365,2002-09-25
122.59,48.43,8.2772,1.8372,2002-09-26
122.86,48.4,8.2773,1.8382,2002-09-27
121.74,48.4,8.2774,1.842,2002-09-30
122.73,48.39,8.2774,1.8443,2002-10-01
123.21,48.39,8.2774,1.8376,2002-10-02
123.04,48.38,8.2774,1.8298,2002-10-03
123.02,48.38,8.2774,1.8312,2002-10-04
124.44,48.35,8.2774,1.8192,2002-10-07
124.26,48.39,8.2774,1.8282,2002-10-08
123.55,48.34,8.2772,1.8232,2002-10-09
123.64,48.38,8.2771,1.8272,2002-10-10
124.04,48.36,8.277,1.8232,2002-10-11
124.66,48.36,8.2768,1.8292,2002-10-15
124.3,48.41,8.2768,1.8225,2002-10-16
124.8,48.42,8.2768,1.8182,2002-10-17
125.52,48.44,8.2768,1.8188,2002-10-18
124.71,48.38,8.2769,1.8083,2002-10-21
125.09,48.39,8.2771,1.8093,2002-10-22
124.17,48.35,8.277,1.8096,2002-10-23
124.77,48.42,8.2771,1.8018,2002-10-24
124.14,48.41,8.2773,1.8034,2002-10-25
123.64,48.45,8.2774,1.7905,2002-10-28
122.55,48.41,8.2773,1.7982,2002-10-29
122.91,48.35,8.2772,1.809,2002-10-30
122.78,48.39,8.2771,1.8025,2002-10-31
122.16,48.36,8.2772,1.7873,2002-11-01
122.46,48.36,8.2774,1.7825,2002-11-04
121.84,48.35,8.2771,1.7809,2002-11-05
122.22,48.36,8.2771,1.7809,2002-11-06
121.26,48.34,8.2771,1.7668,2002-11-07
119.72,48.29,8.2771,1.7674,2002-11-08
119.57,48.3,8.2771,1.7825,2002-11-12
120.28,48.3,8.2771,1.7864,2002-11-13
120.45,48.29,8.2771,1.7775,2002-11-14
120.37,48.23,8.2771,1.7768,2002-11-15
121.15,48.23,8.2771,1.7746,2002-11-18
121.65,48.23,8.2771,1.7912,2002-11-19
122.52,48.25,8.2771,1.7873,2002-11-20
122.92,48.21,8.2771,1.7787,2002-11-21
122.84,48.22,8.2774,1.7737,2002-11-22
122.32,48.23,8.2774,1.7889,2002-11-25
121.89,48.24,8.2771,1.7867,2002-11-26
122.21,48.27,8.2772,1.7976,2002-11-27
122.72,48.36,8.2773,1.7854,2002-11-29
124.61,48.32,8.2773,1.7886,2002-12-02
124.42,48.28,8.2772,1.7892,2002-12-03
124.84,48.23,8.2773,1.7844,2002-12-04
124.99,48.27,8.2771,1.7813,2002-12-05
123.69,48.24,8.2773,1.7848,2002-12-06
123.36,48.24,8.2776,1.7762,2002-12-09
123.66,48.24,8.2771,1.7873,2002-12-10
123.46,48.18,8.2773,1.7835,2002-12-11
122.75,48.22,8.2773,1.7696,2002-12-12
120.71,48.2,8.2771,1.7712,2002-12-13
121.28,48.18,8.2773,1.7668,2002-12-16
121.27,48.16,8.2776,1.7668,2002-12-17
121.12,48.15,8.2774,1.7699,2002-12-18
120.86,48.11,8.28,1.7699,2002-12-19
120.52,48.03,8.28,1.78,2002-12-20
120.77,48.03,8.2775,1.7816,2002-12-23
120.27,48.04,8.2776,1.7762,2002-12-24
120.12,48.05,8.2773,1.7771,2002-12-26
119.92,48.01,8.2773,1.7832,2002-12-27
118.38,47.96,8.2773,1.7743,2002-12-30
118.75,48,8.28,1.7778,2002-12-31
119.86,48.05,8.28,1.7765,2003-01-02
119.85,48.03,8.2768,1.7683,2003-01-03
119.06,48.01,8.28,1.7355,2003-01-06
120.18,48,8.2767,1.7382,2003-01-07
119.35,48,8.2766,1.7394,2003-01-08
119.57,47.96,8.2766,1.7346,2003-01-09
119.44,48,8.2767,1.7182,2003-01-10
119.03,47.96,8.2768,1.7144,2003-01-13
117.96,47.95,8.28,1.7147,2003-01-14
117.91,47.97,8.277,1.71,2003-01-15
118.02,47.96,8.2771,1.7036,2003-01-16
117.88,47.96,8.2771,1.6923,2003-01-17
118.57,47.97,8.2771,1.7044,2003-01-21
118.15,47.93,8.2771,1.7059,2003-01-22
117.83,47.92,8.2771,1.6926,2003-01-23
117.8,47.9,8.2768,1.6886,2003-01-24
118.64,48.1,8.2768,1.6961,2003-01-27
118.67,47.92,8.2767,1.6987,2003-01-28
118.13,47.83,8.2768,1.6926,2003-01-29
119.22,47.85,8.28,1.703,2003-01-30
119.96,47.83,8.2768,1.7065,2003-01-31
120.47,47.8,8.2768,1.7114,2003-02-03
119.75,47.82,8.28,1.6932,2003-02-04
119.78,47.77,8.28,1.6943,2003-02-05
119.93,47.8,8.28,1.692,2003-02-06
120.4,47.72,8.28,1.6941,2003-02-07
121.25,47.69,8.2773,1.6966,2003-02-10
121.19,47.7,8.2775,1.6969,2003-02-11
121.3,47.89,8.2778,1.6949,2003-02-12
120.49,47.87,8.2773,1.6779,2003-02-13
120.41,47.92,8.2773,1.6889,2003-02-14
118.93,47.75,8.2772,1.6915,2003-02-18
118.65,47.7,8.2775,1.6827,2003-02-19
118.18,47.65,8.2776,1.6708,2003-02-20
118.78,47.65,8.2776,1.6745,2003-02-21
117.78,47.74,8.2777,1.651,2003-02-24
117.14,47.74,8.2778,1.6521,2003-02-25
117.19,47.67,8.2774,1.6461,2003-02-26
117.58,47.66,8.2775,1.6518,2003-02-27
118.22,47.66,8.2775,1.6461,2003-02-28
117.93,47.7,8.2775,1.6297,2003-03-03
117.96,47.85,8.2774,1.6295,2003-03-04
117.32,47.8,8.2775,1.6231,2003-03-05
117.22,47.63,8.2776,1.6281,2003-03-06
116.47,47.8,8.2774,1.6295,2003-03-07
116.55,47.7,8.2772,1.6242,2003-03-10
117.07,47.64,8.277,1.6556,2003-03-11
117.18,47.65,8.2771,1.6781,2003-03-12
118.31,47.66,8.2771,1.6832,2003-03-13
118.59,47.66,8.2772,1.6762,2003-03-14
118.45,47.68,8.2772,1.6886,2003-03-17
118.9,47.68,8.2772,1.6872,2003-03-18
120.13,47.72,8.2773,1.6912,2003-03-19
120.05,47.75,8.2773,1.6849,2003-03-20
121.42,47.66,8.2773,1.6935,2003-03-21
120.69,47.68,8.2774,1.6815,2003-03-24
120.03,47.64,8.2771,1.6756,2003-03-25
120.13,47.64,8.2775,1.6745,2003-03-26
119.78,47.59,8.2772,1.6667,2003-03-27
120.18,47.55,8.2771,1.6658,2003-03-28
118.07,47.53,8.2774,1.6543,2003-03-31
118.25,47.45,8.2773,1.6543,2003-04-01
119.17,47.4,8.277,1.6675,2003-04-02
119.55,47.43,8.2771,1.6678,2003-04-03
120.05,47.44,8.2771,1.6639,2003-04-04
120.41,47.44,8.2772,1.675,2003-04-07
119.91,47.46,8.2773,1.6656,2003-04-08
120.55,47.45,8.2774,1.6578,2003-04-09
119.58,47.4,8.2773,1.6499,2003-04-10
120.47,47.38,8.2772,1.6537,2003-04-11
120.3,47.44,8.2774,1.6581,2003-04-14
120.2,47.36,8.2773,1.6513,2003-04-15
120.04,47.38,8.2773,1.6353,2003-04-16
119.3,47.34,8.2771,1.6268,2003-04-17
119.72,47.34,8.277,1.6276,2003-04-18
120.55,47.38,8.2769,1.6287,2003-04-21
119.68,47.34,8.277,1.6098,2003-04-22
120.33,47.35,8.2772,1.62,2003-04-23
119.83,47.36,8.2772,1.6116,2003-04-24
120.25,47.37,8.277,1.6255,2003-04-25
120.34,47.35,8.277,1.615,2003-04-28
120.14,47.37,8.277,1.6129,2003-04-29
119.07,47.37,8.2771,1.5969,2003-04-30
118.56,47.35,8.2771,1.5828,2003-05-01
119.1,47.35,8.2771,1.5878,2003-05-02
118.64,47.3,8.2771,1.5765,2003-05-05
117.94,47.28,8.277,1.5667,2003-05-06
116.51,47.28,8.2769,1.5718,2003-05-07
116.65,47.25,8.2768,1.5567,2003-05-08
117.2,47.2,8.2768,1.5509,2003-05-09
116.94,47.18,8.277,1.5427,2003-05-12
116.56,47.15,8.277,1.5485,2003-05-13
116.16,47.15,8.2769,1.5446,2003-05-14
115.94,47.13,8.2768,1.5564,2003-05-15
116.01,47.12,8.277,1.538,2003-05-16
116.58,46.99,8.2768,1.5244,2003-05-19
116.77,46.95,8.2768,1.5216,2003-05-20
117.23,46.9,8.2769,1.5237,2003-05-21
117.25,46.91,8.2768,1.5186,2003-05-22
116.89,46.87,8.2769,1.5209,2003-05-23
117.12,46.85,8.2768,1.5186,2003-05-27
118.73,46.98,8.277,1.5434,2003-05-28
118.45,47.05,8.277,1.5439,2003-05-29
119.5,47.07,8.2768,1.5354,2003-05-30
118.52,47.15,8.2768,1.5235,2003-06-02
119.27,46.95,8.2769,1.5154,2003-06-03
118.6,46.85,8.277,1.5022,2003-06-04
117.61,46.84,8.277,1.4984,2003-06-05
118.83,46.88,8.277,1.5172,2003-06-06
118.11,46.87,8.2773,1.5191,2003-06-09
117.68,46.79,8.2768,1.5232,2003-06-10
117.69,46.7,8.277,1.5056,2003-06-11
117.66,46.73,8.2772,1.5033,2003-06-12
117.46,46.7,8.2768,1.499,2003-06-13
117.79,46.66,8.2769,1.4979,2003-06-16
118.2,46.59,8.2768,1.4888,2003-06-17
118.4,46.62,8.2768,1.4861,2003-06-18
118.74,46.61,8.277,1.4934,2003-06-19
118.39,46.57,8.2772,1.4981,2003-06-20
117.55,46.66,8.2773,1.5053,2003-06-23
117.96,46.57,8.2774,1.5101,2003-06-24
117.54,46.58,8.2775,1.4874,2003-06-25
119.32,46.57,8.2775,1.5035,2003-06-26
119.72,46.4,8.2774,1.5026,2003-06-27
119.87,46.4,8.2776,1.4896,2003-06-30
119.45,46.49,8.2775,1.4793,2003-07-01
118.63,46.36,8.2775,1.4686,2003-07-02
118.24,46.4,8.2776,1.4656,2003-07-03
118.08,46.34,8.2773,1.4693,2003-07-07
118.58,46.3,8.2774,1.5221,2003-07-08
117.85,46.24,8.2776,1.5279,2003-07-09
117.69,46.21,8.2774,1.5181,2003-07-10
117.8,46.1,8.2772,1.5135,2003-07-11
117.54,46.06,8.2771,1.5152,2003-07-14
117.24,46.13,8.2772,1.5342,2003-07-15
118.24,46.23,8.277,1.5232,2003-07-16
118.87,46.23,8.2771,1.5344,2003-07-17
118.4,46.29,8.277,1.5494,2003-07-18
118.35,46.27,8.2768,1.5342,2003-07-21
119.34,46.15,8.277,1.5373,2003-07-22
118.77,46.16,8.2771,1.5158,2003-07-23
119.25,46.15,8.2772,1.5042,2003-07-24
118.82,46.15,8.2776,1.5056,2003-07-25
119.42,46.15,8.2775,1.5063,2003-07-28
119.78,46.13,8.2776,1.5031,2003-07-29
120.55,46.15,8.2773,1.5326,2003-07-30
120.42,46.15,8.2774,1.5446,2003-07-31
120,46.18,8.2772,1.5295,2003-08-01
120.47,46.15,8.2775,1.5451,2003-08-04
119.95,46.14,8.2775,1.5466,2003-08-05
120.33,46.05,8.2773,1.5468,2003-08-06
118.91,45.98,8.2774,1.5361,2003-08-07
119.02,46.01,8.2772,1.5302,2003-08-08
118.36,45.99,8.2773,1.5184,2003-08-11
118.53,45.89,8.277,1.5225,2003-08-12
119.07,45.95,8.2771,1.5216,2003-08-13
119.14,46,8.277,1.5239,2003-08-14
119.24,46,8.2768,1.5191,2003-08-15
119.43,45.9,8.2768,1.5239,2003-08-18
119.26,45.85,8.2767,1.5237,2003-08-19
118.23,45.88,8.2768,1.5168,2003-08-20
117.58,45.8,8.2766,1.5302,2003-08-21
117.58,45.88,8.2766,1.537,2003-08-22
117.43,45.9,8.2768,1.5354,2003-08-25
117.49,45.88,8.2768,1.5492,2003-08-26
117.74,45.88,8.277,1.561,2003-08-27
117.44,45.88,8.2772,1.5649,2003-08-28
116.71,45.88,8.2772,1.5408,2003-08-29
116.15,45.88,8.2771,1.562,2003-09-02
116.04,45.9,8.2768,1.5613,2003-09-03
116.77,45.8,8.277,1.5637,2003-09-04
117.06,45.88,8.277,1.5461,2003-09-05
116.48,45.85,8.277,1.538,2003-09-08
116.33,45.8,8.277,1.5198,2003-09-09
117.13,45.82,8.277,1.5209,2003-09-10
117.07,45.72,8.2772,1.5163,2003-09-11
117.38,45.8,8.2772,1.5065,2003-09-12
117.41,45.8,8.2774,1.5004,2003-09-15
116.27,45.9,8.2774,1.511,2003-09-16
115.99,45.95,8.2775,1.5056,2003-09-17
115.27,46,8.2775,1.5017,2003-09-18
113.99,45.98,8.2773,1.4865,2003-09-19
111.95,45.77,8.2773,1.4684,2003-09-22
111.65,45.77,8.2773,1.473,2003-09-23
111.7,45.88,8.277,1.4741,2003-09-24
111.86,45.88,8.2771,1.4715,2003-09-25
111.8,45.77,8.2773,1.4826,2003-09-26
111.07,45.85,8.277,1.4826,2003-09-29
111.43,45.78,8.2771,1.4712,2003-09-30
110.61,45.7,8.2771,1.4641,2003-10-01
110.59,45.43,8.2771,1.4607,2003-10-02
110.9,45.33,8.277,1.4676,2003-10-03
110.81,45.49,8.277,1.4603,2003-10-06
109.81,45.33,8.277,1.4476,2003-10-07
109.55,45.43,8.277,1.4486,2003-10-08
109.34,45.29,8.277,1.4535,2003-10-09
108.57,45.42,8.277,1.4459,2003-10-10
109.29,45.66,8.2767,1.4516,2003-10-14
109.56,45.7,8.2767,1.4497,2003-10-15
109.36,45.33,8.2776,1.4468,2003-10-16
109.57,45.33,8.2766,1.4455,2003-10-17
110.22,45.36,8.2766,1.442,2003-10-20
109.69,45.33,8.2765,1.4294,2003-10-21
108.95,45.35,8.2766,1.415,2003-10-22
109.59,45.33,8.2766,1.4288,2003-10-23
109.23,45.32,8.2768,1.4267,2003-10-24
108.38,45.4,8.2767,1.4209,2003-10-27
108.33,45.31,8.2766,1.4182,2003-10-28
108.18,45.36,8.2766,1.419,2003-10-29
108.27,45.35,8.2767,1.4134,2003-10-30
110.1,45.33,8.2766,1.413,2003-10-31
111.2,45.32,8.2766,1.4314,2003-11-03
109.6,45.31,8.2767,1.4251,2003-11-04
109.91,45.34,8.2767,1.4085,2003-11-05
110.15,45.3,8.2769,1.4134,2003-11-06
109.29,45.33,8.277,1.41,2003-11-07
107.98,45.33,8.277,1.3953,2003-11-10
108.55,45.36,8.277,1.3928,2003-11-12
108.33,45.39,8.277,1.3897,2003-11-13
108.43,45.44,8.277,1.393,2003-11-14
108.98,45.55,8.2769,1.4075,2003-11-17
108.11,45.62,8.2767,1.3866,2003-11-18
109.06,45.63,8.2767,1.3833,2003-11-19
108.99,45.78,8.2769,1.3816,2003-11-20
108.87,45.75,8.277,1.3837,2003-11-21
109.39,45.88,8.2771,1.3935,2003-11-24
109.72,45.95,8.277,1.3916,2003-11-25
109.11,45.88,8.2772,1.3818,2003-11-26
109.53,45.82,8.277,1.382,2003-11-28
109.61,45.77,8.2772,1.3765,2003-12-01
108.82,45.7,8.2772,1.3665,2003-12-02
108.17,45.63,8.2771,1.3591,2003-12-03
108.19,45.66,8.277,1.3631,2003-12-04
107.78,45.66,8.2769,1.3591,2003-12-05
107.23,45.55,8.2771,1.351,2003-12-08
107.3,45.55,8.2771,1.3517,2003-12-09
108.4,45.55,8.277,1.3517,2003-12-10
108.23,45.55,8.2771,1.3596,2003-12-11
107.73,45.55,8.2771,1.3468,2003-12-12
107.52,45.55,8.2772,1.3461,2003-12-15
107.6,45.5,8.2771,1.3448,2003-12-16
107.42,45.55,8.2769,1.3499,2003-12-17
107.92,45.5,8.2765,1.3561,2003-12-18
107.94,45.54,8.277,1.3578,2003-12-19
107.4,45.52,8.2769,1.3624,2003-12-22
107.44,45.52,8.2769,1.3585,2003-12-23
107.29,45.5,8.277,1.3459,2003-12-24
107.18,45.5,8.2768,1.3486,2003-12-26
106.93,45.66,8.2769,1.3473,2003-12-29
107,45.57,8.2767,1.3365,2003-12-30
107.13,45.55,8.2767,1.3298,2003-12-31
106.95,45.68,8.2769,1.32,2004-01-02
106.1,45.6,8.277,1.3017,2004-01-05
106.2,45.66,8.2771,1.2984,2004-01-06
106.19,45.53,8.2772,1.3012,2004-01-07
106.17,45.55,8.2772,1.2895,2004-01-08
106.54,45.48,8.277,1.2858,2004-01-09
106.48,45.44,8.277,1.284,2004-01-12
106.25,45.44,8.2768,1.2867,2004-01-13
106.06,45.42,8.2768,1.2855,2004-01-14
106.1,45.44,8.2767,1.2984,2004-01-15
106.87,45.45,8.2767,1.305,2004-01-16
107.17,45.43,8.277,1.3002,2004-01-20
106.84,45.43,8.2771,1.2932,2004-01-21
106.08,45.43,8.2771,1.2835,2004-01-22
106.21,45.43,8.2771,1.2963,2004-01-23
106.15,45.36,8.2771,1.2937,2004-01-26
105.56,45.38,8.2771,1.2812,2004-01-27
105.52,45.36,8.2771,1.284,2004-01-28
106.09,45.29,8.277,1.3184,2004-01-29
105.84,45.32,8.2768,1.3115,2004-01-30
105.59,45.3,8.277,1.3217,2004-02-02
105.36,45.3,8.2772,1.307,2004-02-03
105.53,45.3,8.2772,1.3116,2004-02-04
105.52,45.29,8.2773,1.3063,2004-02-05
105.57,45.3,8.2773,1.3023,2004-02-06
105.68,45.25,8.2773,1.2887,2004-02-09
105.55,45.22,8.2772,1.2798,2004-02-10
105.37,45.24,8.2771,1.2723,2004-02-11
105.42,45.23,8.2772,1.2679,2004-02-12
105.6,45.24,8.277,1.2698,2004-02-13
105.8,45.28,8.277,1.2533,2004-02-17
106.37,45.24,8.277,1.261,2004-02-18
107.09,45.28,8.2771,1.2639,2004-02-19
108.83,45.23,8.2772,1.292,2004-02-20
108.22,45.32,8.2772,1.2915,2004-02-23
108.11,45.32,8.2771,1.2807,2004-02-24
108.99,45.25,8.277,1.295,2004-02-25
109.59,45.27,8.2771,1.2982,2004-02-26
109.26,45.32,8.2769,1.2958,2004-02-27
108.93,45.32,8.2768,1.2945,2004-03-01
110.27,45.25,8.2768,1.3141,2004-03-02
110.25,45.22,8.2768,1.347,2004-03-03
110.74,45.32,8.277,1.3282,2004-03-04
111.42,45.32,8.2773,1.318,2004-03-05
112.12,45.26,8.2767,1.324,2004-03-08
111.2,45.23,8.2767,1.3098,2004-03-09
111.04,45.25,8.2767,1.3358,2004-03-10
110.89,45.28,8.2772,1.3585,2004-03-11
110.82,45.22,8.2771,1.3652,2004-03-12
110.48,45.25,8.2773,1.3607,2004-03-15
108.95,45.22,8.2773,1.3493,2004-03-16
108.18,45.27,8.2774,1.3528,2004-03-17
106.6,45.25,8.2768,1.3294,2004-03-18
106.97,45.2,8.2772,1.3378,2004-03-19
106.84,45.145,8.2773,1.3249,2004-03-22
106.63,44.85,8.2774,1.3287,2004-03-23
106.23,44.8,8.2772,1.3355,2004-03-24
106.06,44.73,8.2771,1.3501,2004-03-25
105.93,44.44,8.277,1.3463,2004-03-26
105.52,44,8.2771,1.3362,2004-03-29
105.61,44.07,8.2771,1.3278,2004-03-30
104.18,43.4,8.277,1.3123,2004-03-31
103.7,43.4,8.2769,1.3036,2004-04-01
104.55,43.75,8.2769,1.3186,2004-04-02
105.36,43.67,8.2769,1.3278,2004-04-05
105.9,43.7,8.2769,1.3132,2004-04-06
105.2,43.55,8.2769,1.3031,2004-04-07
106.1,43.6,8.2769,1.3141,2004-04-08
106.45,43.45,8.2769,1.3118,2004-04-09
105.5,43.66,8.277,1.3026,2004-04-12
106.96,43.75,8.2769,1.325,2004-04-13
108.53,43.69,8.2772,1.3626,2004-04-14
108.58,44,8.2771,1.3552,2004-04-15
107.69,43.85,8.2769,1.3412,2004-04-16
108.5,43.88,8.2768,1.3417,2004-04-19
108.43,43.97,8.2768,1.3567,2004-04-20
109.55,44.1,8.2769,1.3665,2004-04-21
109.85,44.14,8.277,1.3693,2004-04-22
109.38,44,8.2769,1.3723,2004-04-23
108.55,44.1,8.2768,1.3633,2004-04-26
109.48,44.23,8.2768,1.3633,2004-04-27
109.85,44.21,8.2768,1.3827,2004-04-28
109.96,44.4,8.2769,1.3893,2004-04-29
110.37,44.52,8.2771,1.387,2004-04-30
110.34,44.88,8.2771,1.3893,2004-05-03
110.02,44.7,8.2771,1.3729,2004-05-04
108.5,44.55,8.2771,1.363,2004-05-05
109.58,44.65,8.2771,1.3816,2004-05-06
112.3,44.66,8.2771,1.4223,2004-05-07
114.03,44.95,8.2769,1.4472,2004-05-10
113.67,45.35,8.2773,1.4382,2004-05-11
113.21,45.35,8.2773,1.4364,2004-05-12
114.25,45.25,8.2772,1.4531,2004-05-13
114.3,45.57,8.2772,1.4503,2004-05-14
114.1,45.5,8.2772,1.452,2004-05-17
114.06,45.47,8.2771,1.4565,2004-05-18
112.77,45.18,8.2769,1.4331,2004-05-19
113.18,45.28,8.2771,1.443,2004-05-20
112.09,45.28,8.2771,1.4269,2004-05-21
112.66,45.31,8.2771,1.4323,2004-05-24
112.21,45.36,8.2769,1.4164,2004-05-25
111.7,45.4,8.2769,1.4166,2004-05-26
110.77,45.4,8.2768,1.393,2004-05-27
110.18,45.42,8.2769,1.401,2004-05-28
110.45,45.43,8.2767,1.415,2004-06-01
110.28,45.37,8.2767,1.4347,2004-06-02
111.14,45.22,8.2768,1.4601,2004-06-03
111.27,45.07,8.2767,1.4447,2004-06-04
109.61,45.1,8.2767,1.4198,2004-06-07
109.77,45.05,8.2767,1.4265,2004-06-08
109.74,44.94,8.2767,1.4451,2004-06-09
109.33,45.05,8.2768,1.432,2004-06-10
110.09,45.09,8.2767,1.4468,2004-06-11
111.15,45.35,8.2766,1.4529,2004-06-14
109.59,45.38,8.2766,1.4368,2004-06-15
110.15,45.34,8.2766,1.4556,2004-06-16
109.63,45.49,8.2766,1.462,2004-06-17
108.65,45.66,8.2766,1.4482,2004-06-18
108.57,45.88,8.2766,1.4482,2004-06-21
109,46.21,8.2766,1.4588,2004-06-22
108.64,45.7,8.2767,1.4567,2004-06-23
107.1,45.85,8.2766,1.4294,2004-06-24
107.82,45.85,8.2767,1.4306,2004-06-25
107.95,45.99,8.2766,1.429,2004-06-28
108.18,46.05,8.2766,1.4476,2004-06-29
109.43,45.99,8.2766,1.4384,2004-06-30
108.24,45.88,8.2767,1.4213,2004-07-01
108.6,45.75,8.2766,1.4035,2004-07-02
